FeatureSize,Run,Model,Accuracy,Precision,Recall,F1,AUC,NumSelectedFeatures
2,100,SVM,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9435626102292769,2
2,100,KNN,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9488536155202821,2
2,100,GradientBoosting,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9717813051146384,2
5,1,LogisticRegression,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,1,RandomForest,0.9375,0.875,1.0,0.9333333333333333,0.9947089947089948,5
5,1,SVM,1.0,1.0,1.0,1.0,1.0,5
5,1,KNN,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,0.9991181657848325,5
5,1,GradientBoosting,0.8958333333333334,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9620811287477954,5
5,2,LogisticRegression,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9947089947089947,5
5,2,RandomForest,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9841269841269842,5
5,2,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9788359788359788,5
5,2,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,2,GradientBoosting,0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9320987654320987,5
5,3,LogisticRegression,0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,0.998236331569665,5
5,3,RandomForest,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,3,SVM,0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,1.0,5
5,3,KNN,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9929453262786596,5
5,3,GradientBoosting,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982363315696648,5
5,4,LogisticRegression,0.9375,1.0,0.8571428571428571,0.9230769230769231,1.0,5
5,4,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,4,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,5
5,4,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,4,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9744268077601411,5
5,5,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,5,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089948,5
5,5,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9858906525573192,5
5,5,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9753086419753086,5
5,5,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9673721340388007,5
5,6,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,6,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.990299823633157,5
5,6,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,6,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9955908289241622,5
5,6,GradientBoosting,0.9375,0.95,0.9047619047619048,0.926829268292683,0.972663139329806,5
5,7,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9929453262786596,5
5,7,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9920634920634921,5
5,7,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,7,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9744268077601411,5
5,7,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.947089947089947,5
5,8,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,8,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,8,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,8,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848325,5
5,8,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9902998236331569,5
5,9,LogisticRegression,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9894179894179894,5
5,9,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,9,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,9,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9973544973544973,5
5,9,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,10,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,10,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,10,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,10,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848325,5
5,10,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9770723104056438,5
5,11,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,11,RandomForest,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9894179894179894,5
5,11,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,11,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9488536155202821,5
5,11,GradientBoosting,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9100529100529102,5
5,12,LogisticRegression,0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.982363315696649,5
5,12,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,12,SVM,0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9814814814814815,5
5,12,KNN,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9832451499118167,5
5,12,GradientBoosting,0.9166666666666666,0.84,1.0,0.9130434782608695,0.9964726631393299,5
5,13,LogisticRegression,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9823633156966491,5
5,13,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,13,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9894179894179893,5
5,13,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,13,GradientBoosting,0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9506172839506173,5
5,14,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393298,5
5,14,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,14,SVM,1.0,1.0,1.0,1.0,1.0,5
5,14,KNN,1.0,1.0,1.0,1.0,1.0,5
5,14,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,15,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,15,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9894179894179894,5
5,15,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9894179894179894,5
5,15,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9717813051146384,5
5,15,GradientBoosting,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9797178130511464,5
5,16,LogisticRegression,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,16,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,16,SVM,1.0,1.0,1.0,1.0,1.0,5
5,16,KNN,1.0,1.0,1.0,1.0,1.0,5
5,16,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,17,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9876543209876543,5
5,17,RandomForest,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9858906525573192,5
5,17,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,17,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9523809523809523,5
5,17,GradientBoosting,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9100529100529102,5
5,18,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,18,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,18,SVM,1.0,1.0,1.0,1.0,1.0,5
5,18,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848325,5
5,18,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,19,LogisticRegression,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,19,RandomForest,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,19,SVM,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,19,KNN,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,0.9814814814814815,5
5,19,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,20,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9911816578483246,5
5,20,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9876543209876543,5
5,20,SVM,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9947089947089947,5
5,20,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9991181657848325,5
5,20,GradientBoosting,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9673721340388007,5
5,21,LogisticRegression,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9894179894179894,5
5,21,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393299,5
5,21,SVM,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9929453262786596,5
5,21,KNN,0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.990299823633157,5
5,21,GradientBoosting,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9488536155202822,5
5,22,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,22,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,22,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,22,KNN,1.0,1.0,1.0,1.0,1.0,5
5,22,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,23,LogisticRegression,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,23,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393298,5
5,23,SVM,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,23,KNN,1.0,1.0,1.0,1.0,1.0,5
5,23,GradientBoosting,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9911816578483246,5
5,24,LogisticRegression,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,24,RandomForest,0.8958333333333334,0.8076923076923077,1.0,0.8936170212765957,0.9876543209876544,5
5,24,SVM,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,24,KNN,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,24,GradientBoosting,0.8125,0.7307692307692307,0.9047619047619048,0.8085106382978723,0.8227513227513227,5
5,25,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9894179894179895,5
5,25,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9973544973544973,5
5,25,SVM,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9929453262786596,5
5,25,KNN,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9991181657848325,5
5,25,GradientBoosting,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9911816578483246,5
5,26,LogisticRegression,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9894179894179895,5
5,26,RandomForest,0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9841269841269842,5
5,26,SVM,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9841269841269842,5
5,26,KNN,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9885361552028218,5
5,26,GradientBoosting,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9197530864197531,5
5,27,LogisticRegression,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9929453262786596,5
5,27,RandomForest,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9929453262786596,5
5,27,SVM,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9894179894179894,5
5,27,KNN,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9902998236331569,5
5,27,GradientBoosting,0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9559082892416226,5
5,28,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,5
5,28,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982363315696648,5
5,28,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,28,KNN,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9973544973544974,5
5,28,GradientBoosting,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9911816578483245,5
5,29,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.998236331569665,5
5,29,RandomForest,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.980599647266314,5
5,29,SVM,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9876543209876543,5
5,29,KNN,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9717813051146384,5
5,29,GradientBoosting,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9303350970017636,5
5,30,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9894179894179894,5
5,30,RandomForest,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9911816578483246,5
5,30,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,30,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393297,5
5,30,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,31,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,31,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9973544973544974,5
5,31,SVM,1.0,1.0,1.0,1.0,1.0,5
5,31,KNN,1.0,1.0,1.0,1.0,1.0,5
5,31,GradientBoosting,0.8541666666666666,0.7692307692307693,0.9523809523809523,0.851063829787234,0.8650793650793651,5
5,32,LogisticRegression,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.982363315696649,5
5,32,RandomForest,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9876543209876543,5
5,32,SVM,0.8958333333333334,0.9,0.8571428571428571,0.8780487804878049,0.9805996472663139,5
5,32,KNN,0.875,0.8947368421052632,0.8095238095238095,0.85,0.9559082892416226,5
5,32,GradientBoosting,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9867724867724867,5
5,33,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,5
5,33,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393297,5
5,33,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,33,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9955908289241623,5
5,33,GradientBoosting,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9947089947089947,5
5,34,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,34,RandomForest,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9911816578483245,5
5,34,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,34,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,34,GradientBoosting,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9285714285714286,5
5,35,LogisticRegression,0.9166666666666666,0.84,1.0,0.9130434782608695,1.0,5
5,35,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,35,SVM,1.0,1.0,1.0,1.0,1.0,5
5,35,KNN,1.0,1.0,1.0,1.0,1.0,5
5,35,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,36,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,36,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,36,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,36,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,36,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,37,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,37,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9858906525573192,5
5,37,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,37,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9955908289241623,5
5,37,GradientBoosting,0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9479717813051147,5
5,38,LogisticRegression,0.875,0.7777777777777778,1.0,0.875,0.9947089947089948,5
5,38,RandomForest,0.9375,0.875,1.0,0.9333333333333333,0.9876543209876543,5
5,38,SVM,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9788359788359788,5
5,38,KNN,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9858906525573192,5
5,38,GradientBoosting,0.8541666666666666,0.75,1.0,0.8571428571428571,0.972663139329806,5
5,39,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,39,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9982363315696648,5
5,39,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,5
5,39,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,39,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,40,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,40,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9920634920634919,5
5,40,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,40,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,40,GradientBoosting,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9576719576719577,5
5,41,LogisticRegression,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9964726631393299,5
5,41,RandomForest,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9894179894179895,5
5,41,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,41,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9620811287477955,5
5,41,GradientBoosting,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9717813051146384,5
5,42,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,42,RandomForest,0.9166666666666666,0.84,1.0,0.9130434782608695,0.9911816578483246,5
5,42,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,42,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9938271604938271,5
5,42,GradientBoosting,0.875,0.8,0.9523809523809523,0.8695652173913043,0.9735449735449736,5
5,43,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,43,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,43,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,43,KNN,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9964726631393298,5
5,43,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,44,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.998236331569665,5
5,44,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,44,SVM,1.0,1.0,1.0,1.0,1.0,5
5,44,KNN,1.0,1.0,1.0,1.0,1.0,5
5,44,GradientBoosting,0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,45,LogisticRegression,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9964726631393299,5
5,45,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,45,SVM,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9929453262786596,5
5,45,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9876543209876543,5
5,45,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9964726631393298,5
5,46,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,5
5,46,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9982363315696648,5
5,46,SVM,1.0,1.0,1.0,1.0,1.0,5
5,46,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,46,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9982363315696648,5
5,47,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,47,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,47,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,47,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393297,5
5,47,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9753086419753086,5
5,48,LogisticRegression,0.9375,1.0,0.8571428571428571,0.9230769230769231,1.0,5
5,48,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,48,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,48,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,48,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,5
5,49,LogisticRegression,0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.998236331569665,5
5,49,RandomForest,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393297,5
5,49,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,49,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,49,GradientBoosting,0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9567901234567902,5
5,50,LogisticRegression,0.8958333333333334,1.0,0.7619047619047619,0.8648648648648649,0.9876543209876543,5
5,50,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9938271604938272,5
5,50,SVM,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9929453262786596,5
5,50,KNN,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9497354497354497,5
5,50,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9523809523809523,5
5,51,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,5
5,51,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,51,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,5
5,51,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,51,GradientBoosting,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9973544973544974,5
5,52,LogisticRegression,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.998236331569665,5
5,52,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,52,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,52,KNN,1.0,1.0,1.0,1.0,1.0,5
5,52,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,53,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,53,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9999999999999999,5
5,53,SVM,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,53,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,53,GradientBoosting,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089948,5
5,54,LogisticRegression,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9964726631393299,5
5,54,RandomForest,1.0,1.0,1.0,1.0,1.0,5
5,54,SVM,1.0,1.0,1.0,1.0,1.0,5
5,54,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848324,5
5,54,GradientBoosting,1.0,1.0,1.0,1.0,1.0,5
5,55,LogisticRegression,0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,5
5,55,RandomForest,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9841269841269842,5
5,55,SVM,0.8958333333333334,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9858906525573192,5
5,55,KNN,0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9858906525573192,5
5,55,GradientBoosting,0.875,0.8,0.9523809523809523,0.8695652173913043,0.9841269841269842,5
5,56,LogisticRegression,1.0,1.0,1.0,1.0,1.0,5
5,56,RandomForest,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,56,SVM,1.0,1.0,1.0,1.0,1.0,5
5,56,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,56,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9982363315696648,5
5,57,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9911816578483245,5
5,57,RandomForest,0.9375,0.95,0.9047619047619048,0.926829268292683,0.9858906525573192,5
5,57,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.982363315696649,5
5,57,KNN,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9753086419753086,5
5,57,GradientBoosting,0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9312169312169312,5
5,58,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,58,RandomForest,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,58,SVM,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,58,KNN,0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,5
5,58,GradientBoosting,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,59,LogisticRegression,0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,59,RandomForest,0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9911816578483245,5
