FeatureSize,Run,Model,Dataset,Accuracy,Precision,Recall,F1,AUC,NumSelectedFeatures
10,19,RandomForest,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,19,RandomForest,CPTAC,,,,,,10
10,19,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9990234375,10
10,19,SVM,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,19,SVM,CPTAC,,,,,,10
10,19,KNN,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9988606770833334,10
10,19,KNN,Test (TCGA),0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,1.0,10
10,19,KNN,CPTAC,,,,,,10
10,19,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,19,GradientBoosting,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9947089947089947,10
10,19,GradientBoosting,CPTAC,,,,,,10
10,20,LogisticRegression,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9973958333333334,10
10,20,LogisticRegression,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9947089947089947,10
10,20,LogisticRegression,CPTAC,,,,,,10
10,20,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,20,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9955908289241622,10
10,20,RandomForest,CPTAC,,,,,,10
10,20,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9993489583333334,10
10,20,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,10
10,20,SVM,CPTAC,,,,,,10
10,20,KNN,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9983723958333334,10
10,20,KNN,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9920634920634921,10
10,20,KNN,CPTAC,,,,,,10
10,20,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,20,GradientBoosting,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9673721340388007,10
10,20,GradientBoosting,CPTAC,,,,,,10
10,21,LogisticRegression,Train (TCGA),0.9553571428571429,0.9387755102040817,0.9583333333333334,0.9484536082474226,0.9973958333333334,10
10,21,LogisticRegression,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9894179894179893,10
10,21,LogisticRegression,CPTAC,,,,,,10
10,21,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,21,RandomForest,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9858906525573192,10
10,21,RandomForest,CPTAC,,,,,,10
10,21,SVM,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9996744791666666,10
10,21,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,10
10,21,SVM,CPTAC,,,,,,10
10,21,KNN,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9993489583333334,10
10,21,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9876543209876544,10
10,21,KNN,CPTAC,,,,,,10
10,21,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,21,GradientBoosting,Test (TCGA),0.875,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.9462081128747796,10
10,21,GradientBoosting,CPTAC,,,,,,10
10,22,LogisticRegression,Train (TCGA),0.9464285714285714,0.9375,0.9375,0.9375,0.9915364583333334,10
10,22,LogisticRegression,Test (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,22,LogisticRegression,CPTAC,,,,,,10
10,22,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,22,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,10
10,22,RandomForest,CPTAC,,,,,,10
10,22,SVM,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9983723958333334,10
10,22,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,10
10,22,SVM,CPTAC,,,,,,10
10,22,KNN,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9993489583333334,10
10,22,KNN,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,10
10,22,KNN,CPTAC,,,,,,10
10,22,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,22,GradientBoosting,Test (TCGA),0.8958333333333334,0.9,0.8571428571428571,0.8780487804878049,0.9894179894179895,10
10,22,GradientBoosting,CPTAC,,,,,,10
10,23,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9986979166666666,10
10,23,LogisticRegression,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9947089947089947,10
10,23,LogisticRegression,CPTAC,,,,,,10
10,23,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,23,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.998236331569665,10
10,23,RandomForest,CPTAC,,,,,,10
10,23,SVM,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,1.0,10
10,23,SVM,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9964726631393299,10
10,23,SVM,CPTAC,,,,,,10
10,23,KNN,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,0.9993489583333334,10
10,23,KNN,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9814814814814815,10
10,23,KNN,CPTAC,,,,,,10
10,23,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,23,GradientBoosting,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9894179894179893,10
10,23,GradientBoosting,CPTAC,,,,,,10
10,24,LogisticRegression,Train (TCGA),0.9642857142857143,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9938151041666666,10
10,24,LogisticRegression,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,24,LogisticRegression,CPTAC,,,,,,10
10,24,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,24,RandomForest,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.998236331569665,10
10,24,RandomForest,CPTAC,,,,,,10
10,24,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9986979166666666,10
10,24,SVM,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,24,SVM,CPTAC,,,,,,10
10,24,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9990234375,10
10,24,KNN,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,24,KNN,CPTAC,,,,,,10
10,24,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,24,GradientBoosting,Test (TCGA),0.8333333333333334,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.845679012345679,10
10,24,GradientBoosting,CPTAC,,,,,,10
10,25,LogisticRegression,Train (TCGA),0.9732142857142857,0.9591836734693877,0.9791666666666666,0.9690721649484536,0.9977213541666666,10
10,25,LogisticRegression,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9894179894179894,10
10,25,LogisticRegression,CPTAC,,,,,,10
10,25,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,25,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9911816578483245,10
10,25,RandomForest,CPTAC,,,,,,10
10,25,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9990234375,10
10,25,SVM,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9929453262786596,10
10,25,SVM,CPTAC,,,,,,10
10,25,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9988606770833334,10
10,25,KNN,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9964726631393298,10
10,25,KNN,CPTAC,,,,,,10
10,25,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,25,GradientBoosting,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9250440917107583,10
10,25,GradientBoosting,CPTAC,,,,,,10
10,26,LogisticRegression,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.998046875,10
10,26,LogisticRegression,Test (TCGA),0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9753086419753086,10
10,26,LogisticRegression,CPTAC,,,,,,10
10,26,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,26,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9920634920634921,10
10,26,RandomForest,CPTAC,,,,,,10
10,26,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9996744791666666,10
10,26,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393298,10
10,26,SVM,CPTAC,,,,,,10
10,26,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.998046875,10
10,26,KNN,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9929453262786596,10
10,26,KNN,CPTAC,,,,,,10
10,26,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,26,GradientBoosting,Test (TCGA),0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9188712522045855,10
10,26,GradientBoosting,CPTAC,,,,,,10
10,27,LogisticRegression,Train (TCGA),0.9642857142857143,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9977213541666666,10
10,27,LogisticRegression,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9876543209876543,10
10,27,LogisticRegression,CPTAC,,,,,,10
10,27,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,27,RandomForest,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9947089947089948,10
10,27,RandomForest,CPTAC,,,,,,10
10,27,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9996744791666666,10
10,27,SVM,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9911816578483246,10
10,27,SVM,CPTAC,,,,,,10
10,27,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9988606770833334,10
10,27,KNN,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9850088183421517,10
10,27,KNN,CPTAC,,,,,,10
10,27,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,27,GradientBoosting,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9250440917107583,10
10,27,GradientBoosting,CPTAC,,,,,,10
10,28,LogisticRegression,Train (TCGA),0.9642857142857143,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9964192708333334,10
10,28,LogisticRegression,Test (TCGA),0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9947089947089947,10
10,28,LogisticRegression,CPTAC,,,,,,10
10,28,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,28,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982363315696648,10
10,28,RandomForest,CPTAC,,,,,,10
10,28,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,1.0,10
10,28,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,10
10,28,SVM,CPTAC,,,,,,10
10,28,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9990234375,10
10,28,KNN,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9973544973544973,10
10,28,KNN,CPTAC,,,,,,10
10,28,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,28,GradientBoosting,Test (TCGA),0.8958333333333334,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9656084656084656,10
10,28,GradientBoosting,CPTAC,,,,,,10
10,29,LogisticRegression,Train (TCGA),0.9642857142857143,0.94,0.9791666666666666,0.9591836734693877,0.9954427083333334,10
10,29,LogisticRegression,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,10
10,29,LogisticRegression,CPTAC,,,,,,10
10,29,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,29,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9929453262786596,10
10,29,RandomForest,CPTAC,,,,,,10
10,29,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9996744791666666,10
10,29,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,10
10,29,SVM,CPTAC,,,,,,10
10,29,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9982096354166666,10
10,29,KNN,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9955908289241622,10
10,29,KNN,CPTAC,,,,,,10
10,29,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,29,GradientBoosting,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9303350970017636,10
10,29,GradientBoosting,CPTAC,,,,,,10
10,30,LogisticRegression,Train (TCGA),0.9642857142857143,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9954427083333334,10
10,30,LogisticRegression,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9964726631393298,10
10,30,LogisticRegression,CPTAC,,,,,,10
10,30,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,30,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089948,10
10,30,RandomForest,CPTAC,,,,,,10
10,30,SVM,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,30,SVM,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,0.998236331569665,10
10,30,SVM,CPTAC,,,,,,10
10,30,KNN,Train (TCGA),0.9464285714285714,0.92,0.9583333333333334,0.9387755102040817,0.9970703125,10
10,30,KNN,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,0.9991181657848325,10
10,30,KNN,CPTAC,,,,,,10
10,30,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,30,GradientBoosting,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,10
10,30,GradientBoosting,CPTAC,,,,,,10
10,31,LogisticRegression,Train (TCGA),0.9553571428571429,0.9387755102040817,0.9583333333333334,0.9484536082474226,0.9925130208333334,10
10,31,LogisticRegression,Test (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,31,LogisticRegression,CPTAC,,,,,,10
10,31,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,31,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9955908289241623,10
10,31,RandomForest,CPTAC,,,,,,10
10,31,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9993489583333334,10
10,31,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,10
10,31,SVM,CPTAC,,,,,,10
10,31,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9990234375,10
10,31,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.972663139329806,10
10,31,KNN,CPTAC,,,,,,10
10,31,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,31,GradientBoosting,Test (TCGA),0.8541666666666666,0.7692307692307693,0.9523809523809523,0.851063829787234,0.8650793650793651,10
10,31,GradientBoosting,CPTAC,,,,,,10
10,32,LogisticRegression,Train (TCGA),0.9464285714285714,0.92,0.9583333333333334,0.9387755102040817,0.99609375,10
10,32,LogisticRegression,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,10
10,32,LogisticRegression,CPTAC,,,,,,10
10,32,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,32,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848324,10
10,32,RandomForest,CPTAC,,,,,,10
10,32,SVM,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,1.0,10
10,32,SVM,Test (TCGA),0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,0.998236331569665,10
10,32,SVM,CPTAC,,,,,,10
10,32,KNN,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,0.9998372395833334,10
10,32,KNN,Test (TCGA),0.9166666666666666,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9911816578483246,10
10,32,KNN,CPTAC,,,,,,10
10,32,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,32,GradientBoosting,Test (TCGA),0.875,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.9620811287477954,10
10,32,GradientBoosting,CPTAC,,,,,,10
10,33,LogisticRegression,Train (TCGA),0.9732142857142857,0.9591836734693877,0.9791666666666666,0.9690721649484536,0.9954427083333334,10
10,33,LogisticRegression,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9964726631393298,10
10,33,LogisticRegression,CPTAC,,,,,,10
10,33,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,33,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982363315696648,10
10,33,RandomForest,CPTAC,,,,,,10
10,33,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9993489583333334,10
10,33,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9964726631393298,10
10,33,SVM,CPTAC,,,,,,10
10,33,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9982096354166666,10
10,33,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9973544973544973,10
10,33,KNN,CPTAC,,,,,,10
10,33,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,33,GradientBoosting,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9576719576719577,10
10,33,GradientBoosting,CPTAC,,,,,,10
10,34,LogisticRegression,Train (TCGA),0.9732142857142857,0.9591836734693877,0.9791666666666666,0.9690721649484536,0.9973958333333334,10
10,34,LogisticRegression,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9876543209876543,10
10,34,LogisticRegression,CPTAC,,,,,,10
10,34,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,34,RandomForest,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.990299823633157,10
10,34,RandomForest,CPTAC,,,,,,10
10,34,SVM,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,34,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,10
10,34,SVM,CPTAC,,,,,,10
10,34,KNN,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,0.9996744791666666,10
10,34,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,10
10,34,KNN,CPTAC,,,,,,10
10,34,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,34,GradientBoosting,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9285714285714286,10
10,34,GradientBoosting,CPTAC,,,,,,10
10,35,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9977213541666666,10
10,35,LogisticRegression,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9929453262786596,10
10,35,LogisticRegression,CPTAC,,,,,,10
10,35,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,35,RandomForest,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,10
10,35,RandomForest,CPTAC,,,,,,10
10,35,SVM,Train (TCGA),0.9821428571428571,0.96,1.0,0.9795918367346939,0.9996744791666666,10
10,35,SVM,Test (TCGA),0.9166666666666666,0.84,1.0,0.9130434782608695,1.0,10
10,35,SVM,CPTAC,,,,,,10
10,35,KNN,Train (TCGA),0.9732142857142857,0.9411764705882353,1.0,0.9696969696969697,0.9990234375,10
10,35,KNN,Test (TCGA),0.9166666666666666,0.84,1.0,0.9130434782608695,1.0,10
10,35,KNN,CPTAC,,,,,,10
10,35,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,35,GradientBoosting,Test (TCGA),0.8541666666666666,0.7916666666666666,0.9047619047619048,0.8444444444444444,0.9770723104056437,10
10,35,GradientBoosting,CPTAC,,,,,,10
10,36,LogisticRegression,Train (TCGA),0.9553571428571429,0.9387755102040817,0.9583333333333334,0.9484536082474226,0.994140625,10
10,36,LogisticRegression,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.998236331569665,10
10,36,LogisticRegression,CPTAC,,,,,,10
10,36,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,36,RandomForest,Test (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,36,RandomForest,CPTAC,,,,,,10
10,36,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9977213541666666,10
10,36,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,10
10,36,SVM,CPTAC,,,,,,10
10,36,KNN,Train (TCGA),0.9642857142857143,0.9782608695652174,0.9375,0.9574468085106383,0.99755859375,10
10,36,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9938271604938271,10
10,36,KNN,CPTAC,,,,,,10
10,36,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,36,GradientBoosting,Test (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,36,GradientBoosting,CPTAC,,,,,,10
10,37,LogisticRegression,Train (TCGA),0.9553571428571429,0.9387755102040817,0.9583333333333334,0.9484536082474226,0.9934895833333334,10
10,37,LogisticRegression,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089947,10
10,37,LogisticRegression,CPTAC,,,,,,10
10,37,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,37,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9850088183421517,10
10,37,RandomForest,CPTAC,,,,,,10
10,37,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9983723958333334,10
10,37,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,10
10,37,SVM,CPTAC,,,,,,10
10,37,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9983723958333334,10
10,37,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,10
10,37,KNN,CPTAC,,,,,,10
10,37,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,37,GradientBoosting,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9453262786596119,10
10,37,GradientBoosting,CPTAC,,,,,,10
10,38,LogisticRegression,Train (TCGA),0.9642857142857143,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9951171875,10
10,38,LogisticRegression,Test (TCGA),0.9166666666666666,0.84,1.0,0.9130434782608695,1.0,10
10,38,LogisticRegression,CPTAC,,,,,,10
10,38,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,38,RandomForest,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9947089947089948,10
10,38,RandomForest,CPTAC,,,,,,10
10,38,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9986979166666666,10
10,38,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9964726631393299,10
10,38,SVM,CPTAC,,,,,,10
10,38,KNN,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.99853515625,10
10,38,KNN,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9955908289241622,10
10,38,KNN,CPTAC,,,,,,10
10,38,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,38,GradientBoosting,Test (TCGA),0.875,0.7777777777777778,1.0,0.875,0.9770723104056438,10
10,38,GradientBoosting,CPTAC,,,,,,10
10,39,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9964192708333334,10
10,39,LogisticRegression,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9929453262786596,10
10,39,LogisticRegression,CPTAC,,,,,,10
10,39,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,39,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9982363315696648,10
10,39,RandomForest,CPTAC,,,,,,10
10,39,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,1.0,10
10,39,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.998236331569665,10
10,39,SVM,CPTAC,,,,,,10
10,39,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9986979166666666,10
10,39,KNN,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9567901234567902,10
10,39,KNN,CPTAC,,,,,,10
10,39,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,10
10,39,GradientBoosting,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9744268077601411,10
10,39,GradientBoosting,CPTAC,,,,,,10
10,40,LogisticRegression,Train (TCGA),0.9642857142857143,0.94,0.9791666666666666,0.9591836734693877,0.994140625,10
10,40,LogisticRegression,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,10
10,40,LogisticRegression,CPTAC,,,,,,10
