FeatureSize,Run,Model,Dataset,Accuracy,Precision,Recall,F1,AUC,NumSelectedFeatures
2,90,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9955908289241623,2
2,90,KNN,CPTAC,,,,,,2
2,90,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,90,GradientBoosting,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9541446208112874,2
2,90,GradientBoosting,CPTAC,,,,,,2
2,91,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9879557291666667,2
2,91,LogisticRegression,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9770723104056438,2
2,91,LogisticRegression,CPTAC,,,,,,2
2,91,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,91,RandomForest,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9594356261022927,2
2,91,RandomForest,CPTAC,,,,,,2
2,91,SVM,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9954427083333333,2
2,91,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9576719576719577,2
2,91,SVM,CPTAC,,,,,,2
2,91,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9972330729166666,2
2,91,KNN,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9435626102292769,2
2,91,KNN,CPTAC,,,,,,2
2,91,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,91,GradientBoosting,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9673721340388007,2
2,91,GradientBoosting,CPTAC,,,,,,2
2,92,LogisticRegression,Train (TCGA),0.9375,0.9767441860465116,0.875,0.9230769230769231,0.9798177083333334,2
2,92,LogisticRegression,Test (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,92,LogisticRegression,CPTAC,,,,,,2
2,92,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,92,RandomForest,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,2
2,92,RandomForest,CPTAC,,,,,,2
2,92,SVM,Train (TCGA),0.9553571428571429,0.9777777777777777,0.9166666666666666,0.946236559139785,0.982421875,2
2,92,SVM,Test (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,92,SVM,CPTAC,,,,,,2
2,92,KNN,Train (TCGA),0.9464285714285714,1.0,0.875,0.9333333333333333,0.9879557291666666,2
2,92,KNN,Test (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,92,KNN,CPTAC,,,,,,2
2,92,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,92,GradientBoosting,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,2
2,92,GradientBoosting,CPTAC,,,,,,2
2,93,LogisticRegression,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9918619791666667,2
2,93,LogisticRegression,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9770723104056438,2
2,93,LogisticRegression,CPTAC,,,,,,2
2,93,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,93,RandomForest,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9770723104056438,2
2,93,RandomForest,CPTAC,,,,,,2
2,93,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9840494791666666,2
2,93,SVM,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9858906525573192,2
2,93,SVM,CPTAC,,,,,,2
2,93,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9970703125,2
2,93,KNN,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9435626102292769,2
2,93,KNN,CPTAC,,,,,,2
2,93,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,93,GradientBoosting,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9814814814814815,2
2,93,GradientBoosting,CPTAC,,,,,,2
2,94,LogisticRegression,Train (TCGA),0.9553571428571429,1.0,0.8958333333333334,0.945054945054945,0.9879557291666666,2
2,94,LogisticRegression,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9841269841269842,2
2,94,LogisticRegression,CPTAC,,,,,,2
2,94,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,94,RandomForest,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.990299823633157,2
2,94,RandomForest,CPTAC,,,,,,2
2,94,SVM,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9951171875,2
2,94,SVM,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.966490299823633,2
2,94,SVM,CPTAC,,,,,,2
2,94,KNN,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.99560546875,2
2,94,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9708994708994709,2
2,94,KNN,CPTAC,,,,,,2
2,94,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,94,GradientBoosting,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9823633156966491,2
2,94,GradientBoosting,CPTAC,,,,,,2
2,95,LogisticRegression,Train (TCGA),0.9732142857142857,0.9591836734693877,0.9791666666666666,0.9690721649484536,0.99609375,2
2,95,LogisticRegression,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9823633156966491,2
2,95,LogisticRegression,CPTAC,,,,,,2
2,95,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,95,RandomForest,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9708994708994709,2
2,95,RandomForest,CPTAC,,,,,,2
2,95,SVM,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,95,SVM,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9523809523809523,2
2,95,SVM,CPTAC,,,,,,2
2,95,KNN,Train (TCGA),0.9910714285714286,0.9795918367346939,1.0,0.9896907216494846,0.9998372395833334,2
2,95,KNN,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9047619047619048,2
2,95,KNN,CPTAC,,,,,,2
2,95,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,95,GradientBoosting,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9047619047619048,2
2,95,GradientBoosting,CPTAC,,,,,,2
2,96,LogisticRegression,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.9830729166666666,2
2,96,LogisticRegression,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9611992945326279,2
2,96,LogisticRegression,CPTAC,,,,,,2
2,96,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,96,RandomForest,Test (TCGA),0.7916666666666666,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.9091710758377425,2
2,96,RandomForest,CPTAC,,,,,,2
2,96,SVM,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9814453125,2
2,96,SVM,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.8994708994708994,2
2,96,SVM,CPTAC,,,,,,2
2,96,KNN,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.9986979166666666,2
2,96,KNN,Test (TCGA),0.875,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.9012345679012346,2
2,96,KNN,CPTAC,,,,,,2
2,96,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,96,GradientBoosting,Test (TCGA),0.7708333333333334,0.75,0.7142857142857143,0.7317073170731707,0.8253968253968255,2
2,96,GradientBoosting,CPTAC,,,,,,2
2,97,LogisticRegression,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9908854166666666,2
2,97,LogisticRegression,Test (TCGA),0.8958333333333334,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9700176366843034,2
2,97,LogisticRegression,CPTAC,,,,,,2
2,97,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,97,RandomForest,Test (TCGA),0.8958333333333334,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9409171075837742,2
2,97,RandomForest,CPTAC,,,,,,2
2,97,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9983723958333334,2
2,97,SVM,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9559082892416225,2
2,97,SVM,CPTAC,,,,,,2
2,97,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.998046875,2
2,97,KNN,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9400352733686068,2
2,97,KNN,CPTAC,,,,,,2
2,97,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,97,GradientBoosting,Test (TCGA),0.875,0.8947368421052632,0.8095238095238095,0.85,0.9365079365079365,2
2,97,GradientBoosting,CPTAC,,,,,,2
2,98,LogisticRegression,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.990234375,2
2,98,LogisticRegression,Test (TCGA),0.8958333333333334,0.9444444444444444,0.8095238095238095,0.8717948717948718,0.9700176366843034,2
2,98,LogisticRegression,CPTAC,,,,,,2
2,98,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,98,RandomForest,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9797178130511464,2
2,98,RandomForest,CPTAC,,,,,,2
2,98,SVM,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.974609375,2
2,98,SVM,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9911816578483246,2
2,98,SVM,CPTAC,,,,,,2
2,98,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9954427083333334,2
2,98,KNN,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9426807760141093,2
2,98,KNN,CPTAC,,,,,,2
2,98,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,98,GradientBoosting,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9779541446208113,2
2,98,GradientBoosting,CPTAC,,,,,,2
2,99,LogisticRegression,Train (TCGA),0.9553571428571429,0.9777777777777777,0.9166666666666666,0.946236559139785,0.9915364583333333,2
2,99,LogisticRegression,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9770723104056437,2
2,99,LogisticRegression,CPTAC,,,,,,2
2,99,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,99,RandomForest,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9814814814814815,2
2,99,RandomForest,CPTAC,,,,,,2
2,99,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.982421875,2
2,99,SVM,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9770723104056437,2
2,99,SVM,CPTAC,,,,,,2
2,99,KNN,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9982096354166666,2
2,99,KNN,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9232804232804233,2
2,99,KNN,CPTAC,,,,,,2
2,99,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,99,GradientBoosting,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9691358024691358,2
2,99,GradientBoosting,CPTAC,,,,,,2
2,100,LogisticRegression,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.9860026041666666,2
2,100,LogisticRegression,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9876543209876543,2
2,100,LogisticRegression,CPTAC,,,,,,2
2,100,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,100,RandomForest,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9567901234567902,2
2,100,RandomForest,CPTAC,,,,,,2
2,100,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9915364583333333,2
2,100,SVM,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9435626102292769,2
2,100,SVM,CPTAC,,,,,,2
2,100,KNN,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.998046875,2
2,100,KNN,Test (TCGA),0.9166666666666666,1.0,0.8095238095238095,0.8947368421052632,0.9488536155202821,2
2,100,KNN,CPTAC,,,,,,2
2,100,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,2
2,100,GradientBoosting,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9717813051146384,2
2,100,GradientBoosting,CPTAC,,,,,,2
5,1,LogisticRegression,Train (TCGA),0.9642857142857143,0.9782608695652174,0.9375,0.9574468085106383,0.9964192708333334,5
5,1,LogisticRegression,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,1,LogisticRegression,CPTAC,,,,,,5
5,1,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,1,RandomForest,Test (TCGA),0.9375,0.875,1.0,0.9333333333333333,0.9947089947089948,5
5,1,RandomForest,CPTAC,,,,,,5
5,1,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9954427083333334,5
5,1,SVM,Test (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,1,SVM,CPTAC,,,,,,5
5,1,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9990234375,5
5,1,KNN,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,0.9991181657848325,5
5,1,KNN,CPTAC,,,,,,5
5,1,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,1,GradientBoosting,Test (TCGA),0.8958333333333334,0.8636363636363636,0.9047619047619048,0.8837209302325582,0.9620811287477954,5
5,1,GradientBoosting,CPTAC,,,,,,5
5,2,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9986979166666666,5
5,2,LogisticRegression,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9947089947089947,5
5,2,LogisticRegression,CPTAC,,,,,,5
5,2,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,2,RandomForest,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9841269841269842,5
5,2,RandomForest,CPTAC,,,,,,5
5,2,SVM,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,2,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9788359788359788,5
5,2,SVM,CPTAC,,,,,,5
5,2,KNN,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,2,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9506172839506173,5
5,2,KNN,CPTAC,,,,,,5
5,2,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,2,GradientBoosting,Test (TCGA),0.9166666666666666,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9320987654320987,5
5,2,GradientBoosting,CPTAC,,,,,,5
5,3,LogisticRegression,Train (TCGA),0.9732142857142857,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9983723958333334,5
5,3,LogisticRegression,Test (TCGA),0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,0.998236331569665,5
5,3,LogisticRegression,CPTAC,,,,,,5
5,3,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,3,RandomForest,Test (TCGA),0.9791666666666666,0.9545454545454546,1.0,0.9767441860465116,1.0,5
5,3,RandomForest,CPTAC,,,,,,5
5,3,SVM,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9983723958333334,5
5,3,SVM,Test (TCGA),0.9583333333333334,0.9130434782608695,1.0,0.9545454545454546,1.0,5
5,3,SVM,CPTAC,,,,,,5
5,3,KNN,Train (TCGA),0.9642857142857143,1.0,0.9166666666666666,0.9565217391304348,0.9967447916666666,5
5,3,KNN,Test (TCGA),0.9375,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9929453262786596,5
5,3,KNN,CPTAC,,,,,,5
5,3,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,3,GradientBoosting,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9982363315696648,5
5,3,GradientBoosting,CPTAC,,,,,,5
5,4,LogisticRegression,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9957682291666666,5
5,4,LogisticRegression,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,1.0,5
5,4,LogisticRegression,CPTAC,,,,,,5
5,4,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,4,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,4,RandomForest,CPTAC,,,,,,5
5,4,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.998046875,5
5,4,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,1.0,5
5,4,SVM,CPTAC,,,,,,5
5,4,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9993489583333334,5
5,4,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,4,KNN,CPTAC,,,,,,5
5,4,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,4,GradientBoosting,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9744268077601411,5
5,4,GradientBoosting,CPTAC,,,,,,5
5,5,LogisticRegression,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9964192708333334,5
5,5,LogisticRegression,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,5,LogisticRegression,CPTAC,,,,,,5
5,5,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,5,RandomForest,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9947089947089948,5
5,5,RandomForest,CPTAC,,,,,,5
5,5,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9931640625,5
5,5,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9858906525573192,5
5,5,SVM,CPTAC,,,,,,5
5,5,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9973958333333334,5
5,5,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9753086419753086,5
5,5,KNN,CPTAC,,,,,,5
5,5,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,5,GradientBoosting,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9673721340388007,5
5,5,GradientBoosting,CPTAC,,,,,,5
5,6,LogisticRegression,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9964192708333334,5
5,6,LogisticRegression,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,6,LogisticRegression,CPTAC,,,,,,5
5,6,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,6,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.990299823633157,5
5,6,RandomForest,CPTAC,,,,,,5
5,6,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9990234375,5
5,6,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.998236331569665,5
5,6,SVM,CPTAC,,,,,,5
5,6,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9990234375,5
5,6,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9955908289241622,5
5,6,KNN,CPTAC,,,,,,5
5,6,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,6,GradientBoosting,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.972663139329806,5
5,6,GradientBoosting,CPTAC,,,,,,5
5,7,LogisticRegression,Train (TCGA),0.9642857142857143,0.9782608695652174,0.9375,0.9574468085106383,0.9954427083333334,5
5,7,LogisticRegression,Test (TCGA),0.9583333333333334,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9929453262786596,5
5,7,LogisticRegression,CPTAC,,,,,,5
5,7,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,7,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9920634920634921,5
5,7,RandomForest,CPTAC,,,,,,5
5,7,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9990234375,5
5,7,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,7,SVM,CPTAC,,,,,,5
5,7,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9996744791666666,5
5,7,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9744268077601411,5
5,7,KNN,CPTAC,,,,,,5
5,7,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,7,GradientBoosting,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.947089947089947,5
5,7,GradientBoosting,CPTAC,,,,,,5
5,8,LogisticRegression,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9970703125,5
5,8,LogisticRegression,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,8,LogisticRegression,CPTAC,,,,,,5
5,8,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,8,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,8,RandomForest,CPTAC,,,,,,5
5,8,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9990234375,5
5,8,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,8,SVM,CPTAC,,,,,,5
5,8,KNN,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9990234375,5
5,8,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848325,5
5,8,KNN,CPTAC,,,,,,5
5,8,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,8,GradientBoosting,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9902998236331569,5
5,8,GradientBoosting,CPTAC,,,,,,5
5,9,LogisticRegression,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9970703125,5
5,9,LogisticRegression,Test (TCGA),0.9375,0.95,0.9047619047619048,0.926829268292683,0.9894179894179894,5
5,9,LogisticRegression,CPTAC,,,,,,5
5,9,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,9,RandomForest,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,9,RandomForest,CPTAC,,,,,,5
5,9,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9983723958333334,5
5,9,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9947089947089947,5
5,9,SVM,CPTAC,,,,,,5
5,9,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.9996744791666666,5
5,9,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9973544973544973,5
5,9,KNN,CPTAC,,,,,,5
5,9,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,9,GradientBoosting,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9929453262786596,5
5,9,GradientBoosting,CPTAC,,,,,,5
5,10,LogisticRegression,Train (TCGA),0.9821428571428571,1.0,0.9583333333333334,0.9787234042553191,0.9954427083333334,5
5,10,LogisticRegression,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9929453262786596,5
5,10,LogisticRegression,CPTAC,,,,,,5
5,10,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,10,RandomForest,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,1.0,5
5,10,RandomForest,CPTAC,,,,,,5
5,10,SVM,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,0.998046875,5
5,10,SVM,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9947089947089947,5
5,10,SVM,CPTAC,,,,,,5
5,10,KNN,Train (TCGA),0.9732142857142857,1.0,0.9375,0.967741935483871,0.9982096354166666,5
5,10,KNN,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9991181657848325,5
5,10,KNN,CPTAC,,,,,,5
5,10,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,10,GradientBoosting,Test (TCGA),0.9791666666666666,1.0,0.9523809523809523,0.975609756097561,0.9770723104056438,5
5,10,GradientBoosting,CPTAC,,,,,,5
5,11,LogisticRegression,Train (TCGA),0.9821428571428571,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9996744791666666,5
5,11,LogisticRegression,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,11,LogisticRegression,CPTAC,,,,,,5
5,11,RandomForest,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,11,RandomForest,Test (TCGA),0.9375,1.0,0.8571428571428571,0.9230769230769231,0.9894179894179894,5
5,11,RandomForest,CPTAC,,,,,,5
5,11,SVM,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,11,SVM,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9858906525573192,5
5,11,SVM,CPTAC,,,,,,5
5,11,KNN,Train (TCGA),0.9910714285714286,1.0,0.9791666666666666,0.9894736842105263,1.0,5
5,11,KNN,Test (TCGA),0.9583333333333334,1.0,0.9047619047619048,0.95,0.9488536155202821,5
5,11,KNN,CPTAC,,,,,,5
5,11,GradientBoosting,Train (TCGA),1.0,1.0,1.0,1.0,1.0,5
5,11,GradientBoosting,Test (TCGA),0.9166666666666666,0.9473684210526315,0.8571428571428571,0.9,0.9100529100529102,5
